latitude,longitude
8.3404611,77.9748626
8.5184948,78.1167606
8.5177925,78.116812
8.5190069,78.1167198
8.5167242,78.1168941
8.516992,78.1168706
8.5160355,78.1170391
8.5161819,78.1169898
8.5123321,78.1178329
8.5108566,78.1179348
8.5102571,78.1179379
8.5105728,78.1179363
8.5087149,78.1178615
8.5064422,78.1176066
8.5025262,78.1185002
8.4973883,78.1189553
8.4947044,78.1179137
8.4947043,78.1180131
8.4686948,78.0968436
8.4660971,78.0949006
8.4662336,78.0950027
8.4672858,78.0957897
8.4713487,78.0984282
8.4770921,78.1011164
8.4689242,78.097018
8.5645576,78.1179972
8.5643427,78.1186902
8.5642203,78.1190849
8.5646653,78.1176501
8.5521326,78.1216809
8.5526948,78.1217194
8.5595962,78.1236309
8.5655041,78.114154
8.5639938,78.119815
8.5645586,78.1217825
8.5658664,78.1127739
8.5657348,78.1132753
8.5673882,78.1049269
8.563654,78.1243691
8.5602506,78.1238359
8.5601692,78.1238061
8.5577715,78.1230926
8.5571508,78.1228512
8.5561747,78.1223309
8.5547902,78.1219071
8.5535913,78.1217194
8.5522758,78.1217194
8.5203795,78.1166527
8.5191172,78.1167116
8.5827398,78.0858126
8.5830263,78.0856517
8.5851188,78.0849329
8.5642997,78.1188287
8.5648534,78.1169983
8.5647936,78.1172057
8.5648948,78.1168551
8.5649957,78.1165054
8.5650775,78.1162222
8.5686588,78.1000327
8.5987851,78.0722299
8.5986631,78.0722782
8.5669608,78.1073305
8.5660944,78.1118917
8.5679746,78.102429
8.5681228,78.1018925
8.5682043,78.1015925
8.5684356,78.1007563
8.5761133,78.0919343
8.573234,78.093645
8.5720145,78.0943317
8.5791519,78.0892023
8.575857,78.092139
8.5753965,78.0923651
8.5723445,78.094161
8.5732834,78.0936152
8.5713579,78.0946726
8.5700994,78.0953425
8.5667606,78.1085489
8.5666196,78.1094107
8.5668257,78.1081508
8.5680227,78.102249
8.5677029,78.1035194
8.5676411,78.1037882
8.5678245,78.1029894
8.567141,78.1063524
8.5806943,78.087978
8.5808223,78.0878632
8.5815729,78.0870554
8.5813284,78.0873326
8.5810442,78.0876408
8.5818068,78.0867701
8.5754537,78.0923292
8.5748997,78.0925982
8.5742559,78.0930069
8.6892387,78.1035259
8.6901269,78.1038264
8.6903815,78.1038988
8.773677,78.1355274
8.7738546,78.13564
8.7913602,78.1416871
8.7896016,78.1412617
8.7907593,78.1414943
8.7662267,78.133363
8.7651137,78.1327106
8.7656341,78.1318151
8.7655656,78.1326719
8.7652789,78.1324815
8.7658482,78.1314224
8.8099748,78.1480195
8.775689,78.1377624
8.8086052,78.1480754
8.8089709,78.1480803
8.8094694,78.1480869
8.8092307,78.1480838
8.3542962,77.983677
8.3667725,78.0172678
8.3668187,78.0200677
8.3665228,78.0224401
8.3664233,78.0242962
8.3667853,78.0265377
8.3658368,78.0134734
8.9485797,78.1820984
8.4965214,78.1188802
8.924244,78.1800299
8.9017912,78.1660469
8.9180763,78.1759635
8.9113686,78.171766
8.9010719,78.1654982
8.9190884,78.1768572
8.9136877,78.173513
8.9026769,78.1666963
8.9239583,78.1799793
8.8983554,78.1638772
8.9149903,78.1743738
8.9098384,78.1708586
8.8961189,78.1627979
8.8351018,78.144518
8.8344299,78.1448852
8.831729,78.1460847
8.8327398,78.1456534
8.6948425,78.105174
8.7826287,78.1405404
8.8268355,78.1475197
8.8968511,78.163155
8.8377347,78.1431702
8.8372972,78.1433695
8.8367961,78.1435979
8.5797391,78.0887153
8.5030284,78.1184095
8.5045696,78.1177685
8.5060552,78.1176236
8.5056016,78.1176665
8.564459,78.1183151
8.5685892,78.1002584
8.7179315,78.1123796
8.7951242,78.1440702
8.7808368,78.1400764
8.7765558,78.1387246
8.7741701,78.1358761
8.3206024,77.9389282
8.3638996,78.0039167
8.3634538,78.0029297
8.3618298,78.0002207
8.4139661,78.0556351
8.5696994,78.0956356
8.3784336,78.0520787
8.3783775,78.0521431
8.3782855,78.0521997
8.3774027,78.0523867
8.3771506,78.05243
8.3765594,78.0524621
8.3758835,78.0524783
8.3753963,78.052436
8.3753293,78.0523965
8.3752362,78.052328
8.3742043,78.0514242
8.3741498,78.0513506
8.374118,78.0512777
8.3754814,78.0524657
8.3768913,78.0524525
8.3741078,78.0510139
8.3742866,78.0500583
8.3743595,78.0497869
8.3744867,78.0493798
9.007006,78.2008757
8.4978662,78.1194583
8.4976301,78.1192303
8.5644929,78.1219597
8.2784683,77.8920418
8.792162,78.1421754
8.7926932,78.1424941
8.8731971,78.152922
8.8225841,78.1475796
8.4946744,78.1178662
8.4945301,78.11783
8.6332871,78.0731911
8.3581464,77.9944217
8.3571009,77.9924047
8.3558841,77.9907015
8.6711224,78.0930425
8.6711635,78.0933067
8.6711821,78.0932021
8.6711728,78.093119
8.8319657,78.1459684
8.8324146,78.1457857
8.8251333,78.1476158
8.8243788,78.1476793
8.8371107,78.1434545
8.8361904,78.1439158
8.8346929,78.1447415
8.8340834,78.1450746
8.8343751,78.1449152
8.8336309,78.1452909
8.833304,78.1454239
8.8334995,78.1453443
8.8220646,78.1475708
8.8230233,78.1476036
8.823631,78.1476363
8.8255948,78.1475683
8.3820929,78.0476126
8.3817532,78.0476797
8.3752984,78.046938
8.3753249,78.0467302
8.3747729,78.0442022
8.375171,78.0448982
8.3751484,78.0447721
8.3664525,78.0252162
8.3663331,78.0235746
8.3662866,78.0232783
8.3662986,78.0230717
8.3666157,78.0222215
8.3670801,78.0189089
8.3671278,78.018579
8.3671292,78.0182652
8.3646639,78.0082458
8.3644622,78.0055502
8.3645073,78.0066499
8.3644251,78.005164
8.3560168,77.9909831
8.3541711,77.9826824
8.3385163,77.9751507
8.3363263,77.9727347
8.3362393,77.9725389
8.3369413,77.9685726
8.3369771,77.9690681
8.3216,77.9390308
8.3204747,77.9387582
8.3205195,77.9388715
8.3204857,77.9341203
8.3161026,77.9339218
8.3160349,77.9338078
8.3148857,77.9320349
8.3143801,77.9310116
8.3142408,77.9309553
8.2933903,77.9059229
8.2931726,77.9058465
8.2932788,77.9058726
8.2900354,77.9065928
8.2903924,77.9066303
8.2870879,77.8963159
8.2877992,77.8942164
8.2877355,77.8944987
8.286151,77.8935666
8.2862027,77.8936639
8.2863043,77.8937631
8.7926551,78.1424712
8.7962806,78.145563
8.7845163,78.1408802
8.9932614,78.1962311
8.9896796,78.1966281
8.7233775,78.1143105
8.7234868,78.1143645
8.7237413,78.1143841
8.7250297,78.1149849
8.7263279,78.1155987
8.727395,78.1161727
8.7278642,78.1165009
8.7282915,78.1167648
8.729295,78.117199
8.7301052,78.1174429
8.7311871,78.1178093
8.7324311,78.1184147
8.7328544,78.1186648
8.7333655,78.1189664
8.7341253,78.1193979
8.7345881,78.1196349
8.7350564,78.1198783
8.7356081,78.1201665
8.7357863,78.1202642
8.7369302,78.1208794
8.7373067,78.1210639
8.7378032,78.1212811
8.7382764,78.1215494
8.739452,78.1221944
8.7406936,78.1228421
8.7415048,78.1232571
8.7424088,78.1237365
8.7429475,78.1239978
8.7437771,78.1244357
8.744964,78.1250929
8.746125,78.1257585
8.7466848,78.1260512
8.7475847,78.1264949
8.7478797,78.1266622
8.7485037,78.1273332
8.7487554,78.1276096
8.7491455,78.1280235
8.7493184,78.1281144
8.7498433,78.1282823
8.7510202,78.1284611
8.751552,78.128571
8.752179,78.1287914
8.7533416,78.129225
8.7549193,78.1295746
8.7570217,78.1301497
8.7581877,78.1306405
8.7599774,78.1313952
8.7623323,78.1323441
8.7640078,78.1328954
8.7644596,78.1330086
8.7641899,78.1329563
8.7922992,78.1423178
8.7867289,78.1411459
8.7865393,78.1411424
8.7868669,78.1411602
8.7850468,78.1410147
8.7849481,78.1409454
8.7851302,78.1410177
8.6302858,78.0684734
8.6308868,78.0682257
8.6312214,78.0690131
8.6312157,78.0688309
8.6310492,78.0683583
8.6303807,78.0683734
8.6309915,78.0682463
8.6309472,78.0682365
8.6288445,78.0687347
8.6255671,78.0698258
8.62525,78.0699864
8.4820528,78.1053234
8.4986535,78.1192243
8.6571793,78.0874608
8.6570199,78.0874282
8.8077698,78.1480696
8.80597,78.1481311
8.8055537,78.1480575
8.442167,78.0722562
8.7346308,78.1196587
8.7258408,78.1153678
8.7315673,78.1179951
8.7267587,78.1158303
8.7160233,78.1117324
8.7255046,78.1152056
8.7320674,78.1182389
8.7162397,78.1118058
8.7209491,78.1134031
8.7318347,78.1181259
8.7409099,78.122949
8.7335543,78.1190741
8.6873553,78.1024606
8.6885299,78.1031428
8.6899133,78.1037785
8.6799382,78.0988968
8.6822057,78.1003747
8.6811306,78.09981
8.6813864,78.0999763
8.6980683,78.1058459
8.7056346,78.1079851
8.6954783,78.1052822
8.7010222,78.1064612
8.7028656,78.1071076
8.7481424,78.1269521
8.7124554,78.1105224
8.7496672,78.1282435
8.7490578,78.127953
8.7563356,78.129962
8.7535647,78.1292744
8.7615739,78.1320391
8.7502388,78.1283322
8.7587306,78.130869
8.7572104,78.1302287
8.7757509,78.1378411
8.7790912,78.1395551
8.7802734,78.1399082
8.7889092,78.1411845
8.8249183,78.1476496
8.8101047,78.1480302
8.8240994,78.1476632
8.8421153,78.1427049
8.8453528,78.1426271
8.8458887,78.1426935
8.8486688,78.143059
8.8382959,78.1430724
8.8400819,78.1429406
8.8473997,78.1429269
8.8391659,78.1430212
8.8149278,78.1483055
8.8313988,78.146275
8.8050541,78.1475437
8.8046181,78.1470441
8.8042503,78.1470629
8.8043557,78.1470334
8.8044266,78.147032
8.8012656,78.1471444
8.7959863,78.1451026
8.7982974,78.1476933
8.7857976,78.1410768
8.5665489,78.1098373
8.5666418,78.109275
8.5666792,78.1090462
8.576567,78.0913811
8.5881866,78.0837829
8.5774927,78.0905081
8.5874274,78.0840641
8.566715,78.1088276
8.5665883,78.1095994
8.5515419,78.1215222
8.5542365,78.1218204
8.5678902,78.102744
8.5704731,78.0951436
8.7669181,78.129438
8.7646197,78.1329995
8.764766,78.1329523
8.7649081,78.1328772
8.7658807,78.1333059
8.7657548,78.1332665
8.7656618,78.1332134
8.7655838,78.1331466
8.7655223,78.1330738
8.7655013,78.1330009
8.7672303,78.1295826
8.7654969,78.1328941
8.765536,78.1327405
8.7672974,78.1293845
8.7670704,78.1292527
8.614612,78.0707038
8.6163202,78.0703062
8.6161133,78.0703887
8.6166597,78.0701709
8.6133972,78.070794
8.6344479,78.073929
8.6352964,78.0743149
8.6110846,78.0713394
8.6114984,78.0711783
8.6213531,78.070392
8.6235863,78.0702371
8.6229604,78.0702825
8.6200429,78.0704767
8.6351267,78.0742377
8.6355616,78.0744355
8.6358003,78.0745441
8.6363942,78.0748142
8.6367231,78.0749638
8.6371526,78.0752075
8.6382239,78.0758569
8.6386482,78.0761141
8.6384838,78.0760144
8.6381285,78.0757991
8.6376034,78.0754808
8.6391708,78.0764309
8.6397089,78.0767571
8.6403241,78.07713
8.6327906,78.0722916
8.6340501,78.0737481
8.6334296,78.0733198
8.6301786,78.0685103
8.6326859,78.0720932
8.629352,78.0686778
8.6291345,78.0687022
8.5240665,78.1173947
8.523738,78.117363
